acc,auc,duration,fold,framework,id,info,logloss,mode,models,params,result,seed,tag,task,utc,version,type,score,imp_result,imp_score,norm_score
0.5,0.5,0,3,constantpredictor,openml.org/t/189356,,,aws.docker,1,{'encode': True},0.5,3.55223e+09,stable,albert,2019-04-17T21:19:37,0.19.2,binary,0.5,0.5,0.5,0
0.5,0.5,0,4,constantpredictor,openml.org/t/189356,,,aws.docker,1,{'encode': True},0.5,3.55223e+09,stable,albert,2019-04-17T21:25:26,0.19.2,binary,0.5,0.5,0.5,0
0.5,0.5,0,5,constantpredictor,openml.org/t/189356,,,aws.docker,1,{'encode': True},0.5,3.55223e+09,stable,albert,2019-04-17T21:31:19,0.19.2,binary,0.5,0.5,0.5,0
0.5,0.5,0,6,constantpredictor,openml.org/t/189356,,,aws.docker,1,{'encode': True},0.5,3.55223e+09,stable,albert,2019-04-17T21:37:15,0.19.2,binary,0.5,0.5,0.5,0
0.5,0.5,0,7,constantpredictor,openml.org/t/189356,,,aws.docker,1,{'encode': True},0.5,3.55223e+09,stable,albert,2019-04-17T21:43:13,0.19.2,binary,0.5,0.5,0.5,0
0.5,0.5,0,8,constantpredictor,openml.org/t/189356,,,aws.docker,1,{'encode': True},0.5,3.55223e+09,stable,albert,2019-04-17T21:49:14,0.19.2,binary,0.5,0.5,0.5,0
0.5,0.5,0,9,constantpredictor,openml.org/t/189356,,,aws.docker,1,{'encode': True},0.5,3.55223e+09,stable,albert,2019-04-17T21:55:18,0.19.2,binary,0.5,0.5,0.5,0
0.487608,,0,0,constantpredictor,openml.org/t/7593,,1.20514,aws.docker,1,{'encode': True},1.20514,3.55223e+09,stable,covertype,2019-04-17T21:57:56,0.19.2,multiclass,-1.20514,1.20514,-1.20514,0
0.487591,,0,1,constantpredictor,openml.org/t/7593,,1.20517,aws.docker,1,{'encode': True},1.20517,3.55223e+09,stable,covertype,2019-04-17T21:59:34,0.19.2,multiclass,-1.20517,1.20517,-1.20517,0
0.487599,,0,2,constantpredictor,openml.org/t/7593,,1.20516,aws.docker,1,{'encode': True},1.20516,3.55223e+09,stable,covertype,2019-04-17T22:01:13,0.19.2,multiclass,-1.20516,1.20516,-1.20516,0
0.487599,,0,3,constantpredictor,openml.org/t/7593,,1.20516,aws.docker,1,{'encode': True},1.20516,3.55223e+09,stable,covertype,2019-04-17T22:02:51,0.19.2,multiclass,-1.20516,1.20516,-1.20516,0
0.487599,,0,4,constantpredictor,openml.org/t/7593,,1.20516,aws.docker,1,{'encode': True},1.20516,3.55223e+09,stable,covertype,2019-04-17T22:04:30,0.19.2,multiclass,-1.20516,1.20516,-1.20516,0
0.487599,,0,5,constantpredictor,openml.org/t/7593,,1.20517,aws.docker,1,{'encode': True},1.20517,3.55223e+09,stable,covertype,2019-04-17T22:06:08,0.19.2,multiclass,-1.20517,1.20517,-1.20517,0
0.487599,,0,6,constantpredictor,openml.org/t/7593,,1.20517,aws.docker,1,{'encode': True},1.20517,3.55223e+09,stable,covertype,2019-04-17T22:07:46,0.19.2,multiclass,-1.20517,1.20517,-1.20517,0
0.487599,,0,7,constantpredictor,openml.org/t/7593,,1.20517,aws.docker,1,{'encode': True},1.20517,3.55223e+09,stable,covertype,2019-04-17T22:09:24,0.19.2,multiclass,-1.20517,1.20517,-1.20517,0
0.487599,,0,8,constantpredictor,openml.org/t/7593,,1.20517,aws.docker,1,{'encode': True},1.20517,3.55223e+09,stable,covertype,2019-04-17T22:11:02,0.19.2,multiclass,-1.20517,1.20517,-1.20517,0
0.487599,,0,9,constantpredictor,openml.org/t/7593,,1.20515,aws.docker,1,{'encode': True},1.20515,3.55223e+09,stable,covertype,2019-04-17T22:12:40,0.19.2,multiclass,-1.20515,1.20515,-1.20515,0
0.00593479,,0,0,constantpredictor,openml.org/t/189355,,5.85734,aws.docker,1,{'encode': True},5.85734,3.55223e+09,stable,dionis,2019-04-17T22:16:05,0.19.2,multiclass,-5.85734,5.85734,-5.85734,0
0.00593479,,0,1,constantpredictor,openml.org/t/189355,,5.85735,aws.docker,1,{'encode': True},5.85735,3.55223e+09,stable,dionis,2019-04-17T22:18:24,0.19.2,multiclass,-5.85735,5.85735,-5.85735,0
0.00593479,,0,2,constantpredictor,openml.org/t/189355,,5.85736,aws.docker,1,{'encode': True},5.85736,3.55223e+09,stable,dionis,2019-04-17T22:20:44,0.19.2,multiclass,-5.85736,5.85736,-5.85736,0
0.00593479,,0,3,constantpredictor,openml.org/t/189355,,5.85741,aws.docker,1,{'encode': True},5.85741,3.55223e+09,stable,dionis,2019-04-17T22:23:04,0.19.2,multiclass,-5.85741,5.85741,-5.85741,0
0.00593479,,0,4,constantpredictor,openml.org/t/189355,,5.85738,aws.docker,1,{'encode': True},5.85738,3.55223e+09,stable,dionis,2019-04-17T22:25:23,0.19.2,multiclass,-5.85738,5.85738,-5.85738,0
0.00593479,,0,5,constantpredictor,openml.org/t/189355,,5.85746,aws.docker,1,{'encode': True},5.85746,3.55223e+09,stable,dionis,2019-04-17T22:27:43,0.19.2,multiclass,-5.85746,5.85746,-5.85746,0
0.00593479,,0,6,constantpredictor,openml.org/t/189355,,5.85745,aws.docker,1,{'encode': True},5.85745,3.55223e+09,stable,dionis,2019-04-17T22:30:03,0.19.2,multiclass,-5.85745,5.85745,-5.85745,0
0.00591076,,0,7,constantpredictor,openml.org/t/189355,,5.85744,aws.docker,1,{'encode': True},5.85744,3.55223e+09,stable,dionis,2019-04-17T22:32:23,0.19.2,multiclass,-5.85744,5.85744,-5.85744,0
0.00593493,,0,8,constantpredictor,openml.org/t/189355,,5.85737,aws.docker,1,{'encode': True},5.85737,3.55223e+09,stable,dionis,2019-04-17T22:34:42,0.19.2,multiclass,-5.85737,5.85737,-5.85737,0
0.00593493,,0,9,constantpredictor,openml.org/t/189355,,5.85736,aws.docker,1,{'encode': True},5.85736,3.55223e+09,stable,dionis,2019-04-17T22:37:02,0.19.2,multiclass,-5.85736,5.85736,-5.85736,0
0.622203,0.65904,99.6,0,randomforest,openml.org/t/189354,,,aws.docker,500,"{'n_estimators': 500, '_n_jobs': 4}",0.65904,2.3093e+08,stable,airlines,2019-04-19T10:14:00,0.19.2,binary,0.65904,0.65904,0.65904,0.998161
0.623185,0.660983,99.5,1,randomforest,openml.org/t/189354,,,aws.docker,500,"{'n_estimators': 500, '_n_jobs': 4}",0.660983,2.3093e+08,stable,airlines,2019-04-19T10:14:03,0.19.2,binary,0.660983,0.660983,0.660983,0.996669
0.623957,0.662352,102.8,3,randomforest,openml.org/t/189354,,,aws.docker,500,"{'n_estimators': 500, '_n_jobs': 4}",0.662352,2.3093e+08,stable,airlines,2019-04-19T10:14:21,0.19.2,binary,0.662352,0.662352,0.662352,0.997248
0.620397,0.658471,97.1,4,randomforest,openml.org/t/189354,,,aws.docker,500,"{'n_estimators': 500, '_n_jobs': 4}",0.658471,2.3093e+08,stable,airlines,2019-04-19T10:14:16,0.19.2,binary,0.658471,0.658471,0.658471,0.997206
0.62214,0.65908,97,5,randomforest,openml.org/t/189354,,,aws.docker,500,"{'n_estimators': 500, '_n_jobs': 4}",0.65908,2.3093e+08,stable,airlines,2019-04-19T10:14:52,0.19.2,binary,0.65908,0.65908,0.65908,0.997974
0.626182,0.663186,96.7,6,randomforest,openml.org/t/189354,,,aws.docker,500,"{'n_estimators': 500, '_n_jobs': 4}",0.663186,2.3093e+08,stable,airlines,2019-04-19T10:14:21,0.19.2,binary,0.663186,0.663186,0.663186,0.994382
0.62329,0.659762,97.7,7,randomforest,openml.org/t/189354,,,aws.docker,500,"{'n_estimators': 500, '_n_jobs': 4}",0.659762,2.3093e+08,stable,airlines,2019-04-19T10:14:31,0.19.2,binary,0.659762,0.659762,0.659762,0.997054
0.623475,0.65957,99.5,8,randomforest,openml.org/t/189354,,,aws.docker,500,"{'n_estimators': 500, '_n_jobs': 4}",0.65957,2.3093e+08,stable,airlines,2019-04-19T10:14:57,0.19.2,binary,0.65957,0.65957,0.65957,0.997425
0.625385,0.662669,98.7,9,randomforest,openml.org/t/189354,,,aws.docker,500,"{'n_estimators': 500, '_n_jobs': 4}",0.662669,2.3093e+08,stable,airlines,2019-04-19T10:14:45,0.19.2,binary,0.662669,0.662669,0.662669,0.996551
0.625484,0.662555,104.3,2,randomforest,openml.org/t/189354,,,aws.docker,500,"{'n_estimators': 500, '_n_jobs': 4}",0.662555,2.3093e+08,stable,airlines,2019-04-19T10:15:13,0.19.2,binary,0.662555,0.662555,0.662555,0.997215
0.672961,0.736557,4462.7,0,randomforest,openml.org/t/189356,,,aws.docker,2000,"{'n_estimators': 2000, '_n_jobs': 1}",0.736557,9.62456e+08,stable,albert,2019-04-17T23:28:30,0.19.2,binary,0.736557,0.736557,0.736557,1
0.673878,0.737513,4624.5,1,randomforest,openml.org/t/189356,,,aws.docker,2000,"{'n_estimators': 2000, '_n_jobs': 1}",0.737513,9.62456e+08,stable,albert,2019-04-17T23:31:28,0.19.2,binary,0.737513,0.737513,0.737513,0.998587
0.675666,0.739577,4366.8,2,randomforest,openml.org/t/189356,,,aws.docker,2000,"{'n_estimators': 2000, '_n_jobs': 1}",0.739577,9.62456e+08,stable,albert,2019-04-18T00:54:26,0.19.2,binary,0.739577,0.739577,0.739577,1.00054
0.673079,0.738118,4407.7,3,randomforest,openml.org/t/189356,,,aws.docker,2000,"{'n_estimators': 2000, '_n_jobs': 1}",0.738118,9.62456e+08,stable,albert,2019-04-18T00:57:58,0.19.2,binary,0.738118,0.738118,0.738118,0.999954
0.672961,0.736168,4374.3,5,randomforest,openml.org/t/189356,,,aws.docker,2000,"{'n_estimators': 2000, '_n_jobs': 1}",0.736168,9.62456e+08,stable,albert,2019-04-18T02:23:54,0.19.2,binary,0.736168,0.736168,0.736168,0.998596
0.675666,0.740135,4590.8,4,randomforest,openml.org/t/189356,,,aws.docker,2000,"{'n_estimators': 2000, '_n_jobs': 1}",0.740135,9.62456e+08,stable,albert,2019-04-18T02:24:53,0.19.2,binary,0.740135,0.740135,0.740135,0.999592
0.673784,0.737124,4608.2,6,randomforest,openml.org/t/189356,,,aws.docker,2000,"{'n_estimators': 2000, '_n_jobs': 1}",0.737124,9.62456e+08,stable,albert,2019-04-18T03:53:55,0.19.2,binary,0.737124,0.737124,0.737124,0.997707
0.677805,0.743411,4567.4,7,randomforest,openml.org/t/189356,,,aws.docker,2000,"{'n_estimators': 2000, '_n_jobs': 1}",0.743411,9.62456e+08,stable,albert,2019-04-18T03:53:47,0.19.2,binary,0.743411,0.743411,0.743411,1.0005
0.670892,0.734692,4423,9,randomforest,openml.org/t/189356,,,aws.docker,2000,"{'n_estimators': 2000, '_n_jobs': 1}",0.734692,9.62456e+08,stable,albert,2019-04-18T05:21:04,0.19.2,binary,0.734692,0.734692,0.734692,0.9996
0.674842,0.738274,4442.6,8,randomforest,openml.org/t/189356,,,aws.docker,2000,"{'n_estimators': 2000, '_n_jobs': 1}",0.738274,9.62456e+08,stable,albert,2019-04-18T05:21:36,0.19.2,binary,0.738274,0.738274,0.738274,0.998207
0.95797,,2300.7,0,randomforest,openml.org/t/7593,,0.162303,aws.docker,2000,"{'n_estimators': 2000, '_n_jobs': 1}",0.162303,9.62456e+08,stable,covertype,2019-04-18T06:07:03,0.19.2,multiclass,-0.162303,0.162303,-0.162303,1.00001
0.958676,,2322.1,1,randomforest,openml.org/t/7593,,0.161989,aws.docker,2000,"{'n_estimators': 2000, '_n_jobs': 1}",0.161989,9.62456e+08,stable,covertype,2019-04-18T06:08:25,0.19.2,multiclass,-0.161989,0.161989,-0.161989,0.999929
0.958882,,2306.9,2,randomforest,openml.org/t/7593,,0.161112,aws.docker,2000,"{'n_estimators': 2000, '_n_jobs': 1}",0.161112,9.62456e+08,stable,covertype,2019-04-18T06:54:02,0.19.2,multiclass,-0.161112,0.161112,-0.161112,1.00022
0.959536,,2346.6,3,randomforest,openml.org/t/7593,,0.159886,aws.docker,2000,"{'n_estimators': 2000, '_n_jobs': 1}",0.159886,9.62456e+08,stable,covertype,2019-04-18T06:55:14,0.19.2,multiclass,-0.159886,0.159886,-0.159886,1.00009
0.959123,,2260.5,4,randomforest,openml.org/t/7593,,0.160799,aws.docker,2000,"{'n_estimators': 2000, '_n_jobs': 1}",0.160799,9.62456e+08,stable,covertype,2019-04-18T07:38:57,0.19.2,multiclass,-0.160799,0.160799,-0.160799,1.00014
0.95766,,2463.3,5,randomforest,openml.org/t/7593,,0.162621,aws.docker,2000,"{'n_estimators': 2000, '_n_jobs': 1}",0.162621,9.62456e+08,stable,covertype,2019-04-18T07:44:29,0.19.2,multiclass,-0.162621,0.162621,-0.162621,0.999508
0.958985,,2366.5,6,randomforest,openml.org/t/7593,,0.161434,aws.docker,2000,"{'n_estimators': 2000, '_n_jobs': 1}",0.161434,9.62456e+08,stable,covertype,2019-04-18T08:27:07,0.19.2,multiclass,-0.161434,0.161434,-0.161434,0.999955
0.959347,,2386.2,7,randomforest,openml.org/t/7593,,0.160936,aws.docker,2000,"{'n_estimators': 2000, '_n_jobs': 1}",0.160936,9.62456e+08,stable,covertype,2019-04-18T08:31:44,0.19.2,multiclass,-0.160936,0.160936,-0.160936,1.00005
0.959433,,2332.1,8,randomforest,openml.org/t/7593,,0.161149,aws.docker,2000,"{'n_estimators': 2000, '_n_jobs': 1}",0.161149,9.62456e+08,stable,covertype,2019-04-18T09:14:18,0.19.2,multiclass,-0.161149,0.161149,-0.161149,0.999863
0.959794,,2391,9,randomforest,openml.org/t/7593,,0.161447,aws.docker,2000,"{'n_estimators': 2000, '_n_jobs': 1}",0.161447,9.62456e+08,stable,covertype,2019-04-18T09:19:03,0.19.2,multiclass,-0.161447,0.161447,-0.161447,1.00001
0.910185,,606.5,0,randomforest,openml.org/t/189355,,1.04314,aws.docker,50,"{'n_estimators': 50, '_n_jobs': 1}",1.04314,1.67806e+09,stable,dionis,2019-04-19T12:58:22,0.19.2,multiclass,-1.04314,1.04314,-1.04314,0.987553
0.908071,,609.9,1,randomforest,openml.org/t/189355,,1.10312,aws.docker,50,"{'n_estimators': 50, '_n_jobs': 1}",1.10312,1.67806e+09,stable,dionis,2019-04-19T12:58:34,0.19.2,multiclass,-1.10312,1.10312,-1.10312,0.984555
0.906581,,609.8,3,randomforest,openml.org/t/189355,,1.09129,aws.docker,50,"{'n_estimators': 50, '_n_jobs': 1}",1.09129,1.67806e+09,stable,dionis,2019-04-19T12:58:31,0.19.2,multiclass,-1.09129,1.09129,-1.09129,0.987682
0.907038,,609.8,2,randomforest,openml.org/t/189355,,1.08182,aws.docker,50,"{'n_estimators': 50, '_n_jobs': 1}",1.08182,1.67806e+09,stable,dionis,2019-04-19T12:58:32,0.19.2,multiclass,-1.08182,1.08182,-1.08182,0.992407
0.908647,,616,4,randomforest,openml.org/t/189355,,1.06052,aws.docker,50,"{'n_estimators': 50, '_n_jobs': 1}",1.06052,1.67806e+09,stable,dionis,2019-04-19T12:58:53,0.19.2,multiclass,-1.06052,1.06052,-1.06052,0.992606
0.905668,,600.4,5,randomforest,openml.org/t/189355,,1.11409,aws.docker,50,"{'n_estimators': 50, '_n_jobs': 1}",1.11409,1.67806e+09,stable,dionis,2019-04-19T12:58:35,0.19.2,multiclass,-1.11409,1.11409,-1.11409,0.981985
0.908623,,611.1,6,randomforest,openml.org/t/189355,,1.07384,aws.docker,50,"{'n_estimators': 50, '_n_jobs': 1}",1.07384,1.67806e+09,stable,dionis,2019-04-19T12:58:54,0.19.2,multiclass,-1.07384,1.07384,-1.07384,0.981603
0.907831,,609.8,7,randomforest,openml.org/t/189355,,1.10881,aws.docker,50,"{'n_estimators': 50, '_n_jobs': 1}",1.10881,1.67806e+09,stable,dionis,2019-04-19T12:58:54,0.19.2,multiclass,-1.10881,1.10881,-1.10881,0.984337
0.907924,,611.6,9,randomforest,openml.org/t/189355,,1.04365,aws.docker,50,"{'n_estimators': 50, '_n_jobs': 1}",1.04365,1.67806e+09,stable,dionis,2019-04-19T12:59:27,0.19.2,multiclass,-1.04365,1.04365,-1.04365,0.994412
0.908405,,609.3,8,randomforest,openml.org/t/189355,,1.0561,aws.docker,50,"{'n_estimators': 50, '_n_jobs': 1}",1.0561,1.67806e+09,stable,dionis,2019-04-19T12:58:59,0.19.2,multiclass,-1.0561,1.0561,-1.0561,0.98658
0.622036,0.659333,4227.5,0,tunedrandomforest,openml.org/t/189354,,,aws.docker,500,"{'n_estimators': 500, '_n_jobs': 4}",0.659333,6.56612e+08,stable,airlines,2019-04-21T23:59:17,0.19.2,binary,0.659333,0.659333,0.659333,1
0.624743,0.663009,4273.5,2,tunedrandomforest,openml.org/t/189354,,,aws.docker,500,"{'n_estimators': 500, '_n_jobs': 4}",0.663009,6.56612e+08,stable,airlines,2019-04-22T00:00:21,0.19.2,binary,0.663009,0.663009,0.663009,1
0.622444,0.661521,4275.9,1,tunedrandomforest,openml.org/t/189354,,,aws.docker,500,"{'n_estimators': 500, '_n_jobs': 4}",0.661521,6.56612e+08,stable,airlines,2019-04-22T00:00:18,0.19.2,binary,0.661521,0.661521,0.661521,1
0.623253,0.6628,4304.7,3,tunedrandomforest,openml.org/t/189354,,,aws.docker,500,"{'n_estimators': 500, '_n_jobs': 4}",0.6628,6.56612e+08,stable,airlines,2019-04-22T00:00:49,0.19.2,binary,0.6628,0.6628,0.6628,1
0.620564,0.658915,4317,4,tunedrandomforest,openml.org/t/189354,,,aws.docker,500,"{'n_estimators': 500, '_n_jobs': 4}",0.658915,6.56612e+08,stable,airlines,2019-04-22T00:01:02,0.19.2,binary,0.658915,0.658915,0.658915,1
0.626182,0.664108,4310.4,6,tunedrandomforest,openml.org/t/189354,,,aws.docker,500,"{'n_estimators': 500, '_n_jobs': 4}",0.664108,6.56612e+08,stable,airlines,2019-04-22T00:01:09,0.19.2,binary,0.664108,0.664108,0.664108,1
0.623994,0.660234,4289.1,7,tunedrandomforest,openml.org/t/189354,,,aws.docker,500,"{'n_estimators': 500, '_n_jobs': 4}",0.660234,6.56612e+08,stable,airlines,2019-04-22T00:00:50,0.19.2,binary,0.660234,0.660234,0.660234,1
0.623549,0.659982,4265.8,8,tunedrandomforest,openml.org/t/189354,,,aws.docker,500,"{'n_estimators': 500, '_n_jobs': 4}",0.659982,6.56612e+08,stable,airlines,2019-04-22T00:00:29,0.19.2,binary,0.659982,0.659982,0.659982,1
0.62583,0.663232,4296.2,9,tunedrandomforest,openml.org/t/189354,,,aws.docker,500,"{'n_estimators': 500, '_n_jobs': 4}",0.663232,6.56612e+08,stable,airlines,2019-04-22T00:01:06,0.19.2,binary,0.663232,0.663232,0.663232,1
0.621584,0.659403,4404.8,5,tunedrandomforest,openml.org/t/189354,,,aws.docker,500,"{'n_estimators': 500, '_n_jobs': 4}",0.659403,6.56612e+08,stable,airlines,2019-04-22T00:02:39,0.19.2,binary,0.659403,0.659403,0.659403,1
0.672961,0.736557,4462.7,0,tunedrandomforest,openml.org/t/189356,,,aws.docker,2000,"{'n_estimators': 2000, '_n_jobs': 1}",0.736557,9.62456e+08,stable,albert,2019-04-17T23:28:30,0.19.2,binary,0.736557,0.736557,0.736557,1
0.673878,0.740233,25262.9,4,tunedrandomforest,openml.org/t/189356,,,aws.docker,2000,"{'n_estimators': 2000, '_n_jobs': 4}",0.740233,1.40061e+09,stable,albert,2019-04-18T20:08:34,0.19.2,binary,0.740233,0.740233,0.740233,1
0.677688,0.74329,25275.1,7,tunedrandomforest,openml.org/t/189356,,,aws.docker,2000,"{'n_estimators': 2000, '_n_jobs': 4}",0.74329,1.40061e+09,stable,albert,2019-04-18T20:09:38,0.19.2,binary,0.74329,0.74329,0.74329,1
0.676395,0.739447,25370,2,tunedrandomforest,openml.org/t/189356,,,aws.docker,2000,"{'n_estimators': 2000, '_n_jobs': 4}",0.739447,1.40061e+09,stable,albert,2019-04-18T20:10:23,0.19.2,binary,0.739447,0.739447,0.739447,1
0.674113,0.737669,25384.3,6,tunedrandomforest,openml.org/t/189356,,,aws.docker,2000,"{'n_estimators': 2000, '_n_jobs': 4}",0.737669,1.40061e+09,stable,albert,2019-04-18T20:11:02,0.19.2,binary,0.737669,0.737669,0.737669,1
0.672232,0.738129,25374.7,3,tunedrandomforest,openml.org/t/189356,,,aws.docker,2000,"{'n_estimators': 2000, '_n_jobs': 4}",0.738129,1.40061e+09,stable,albert,2019-04-18T20:10:41,0.19.2,binary,0.738129,0.738129,0.738129,1
0.673878,0.737849,25415.6,1,tunedrandomforest,openml.org/t/189356,,,aws.docker,2000,"{'n_estimators': 2000, '_n_jobs': 4}",0.737849,1.40061e+09,stable,albert,2019-04-18T20:11:09,0.19.2,binary,0.737849,0.737849,0.737849,1
0.674255,0.738702,25405.3,8,tunedrandomforest,openml.org/t/189356,,,aws.docker,2000,"{'n_estimators': 2000, '_n_jobs': 4}",0.738702,1.40061e+09,stable,albert,2019-04-18T20:11:57,0.19.2,binary,0.738702,0.738702,0.738702,1
0.673079,0.7365,25392,5,tunedrandomforest,openml.org/t/189356,,,aws.docker,2000,"{'n_estimators': 2000, '_n_jobs': 4}",0.7365,1.40061e+09,stable,albert,2019-04-18T20:11:21,0.19.2,binary,0.7365,0.7365,0.7365,1
0.671315,0.734786,25381,9,tunedrandomforest,openml.org/t/189356,,,aws.docker,2000,"{'n_estimators': 2000, '_n_jobs': 4}",0.734786,1.40061e+09,stable,albert,2019-04-18T20:11:53,0.19.2,binary,0.734786,0.734786,0.734786,1
0.957936,,26709.5,0,tunedrandomforest,openml.org/t/7593,,0.162314,aws.docker,2000,"{'n_estimators': 2000, '_n_jobs': 1}",0.162314,3.47247e+08,stable,covertype,2019-04-22T06:12:35,0.19.2,multiclass,-0.162314,0.162314,-0.162314,1
0.957866,,26707.7,5,tunedrandomforest,openml.org/t/7593,,0.162108,aws.docker,2000,"{'n_estimators': 2000, '_n_jobs': 1}",0.162108,3.47248e+08,stable,covertype,2019-04-22T06:12:46,0.19.2,multiclass,-0.162108,0.162108,-0.162108,1
0.9584,,26766.4,2,tunedrandomforest,openml.org/t/7593,,0.161337,aws.docker,2000,"{'n_estimators': 2000, '_n_jobs': 1}",0.161337,3.47247e+08,stable,covertype,2019-04-22T06:13:39,0.19.2,multiclass,-0.161337,0.161337,-0.161337,1
0.958556,,26744.5,1,tunedrandomforest,openml.org/t/7593,,0.161915,aws.docker,2000,"{'n_estimators': 2000, '_n_jobs': 1}",0.161915,3.47247e+08,stable,covertype,2019-04-22T06:13:13,0.19.2,multiclass,-0.161915,0.161915,-0.161915,1
0.958848,,26734.4,4,tunedrandomforest,openml.org/t/7593,,0.160944,aws.docker,2000,"{'n_estimators': 2000, '_n_jobs': 1}",0.160944,3.47247e+08,stable,covertype,2019-04-22T06:13:19,0.19.2,multiclass,-0.160944,0.160944,-0.160944,1
0.959433,,26774.4,7,tunedrandomforest,openml.org/t/7593,,0.160987,aws.docker,2000,"{'n_estimators': 2000, '_n_jobs': 1}",0.160987,3.47248e+08,stable,covertype,2019-04-22T06:14:12,0.19.2,multiclass,-0.160987,0.160987,-0.160987,1
0.958779,,26770.7,6,tunedrandomforest,openml.org/t/7593,,0.161387,aws.docker,2000,"{'n_estimators': 2000, '_n_jobs': 1}",0.161387,3.47248e+08,stable,covertype,2019-04-22T06:14:10,0.19.2,multiclass,-0.161387,0.161387,-0.161387,1
0.95902,,26793.1,8,tunedrandomforest,openml.org/t/7593,,0.161006,aws.docker,2000,"{'n_estimators': 2000, '_n_jobs': 1}",0.161006,3.47248e+08,stable,covertype,2019-04-22T06:14:34,0.19.2,multiclass,-0.161006,0.161006,-0.161006,1
0.959364,,26790,3,tunedrandomforest,openml.org/t/7593,,0.159977,aws.docker,2000,"{'n_estimators': 2000, '_n_jobs': 1}",0.159977,3.47247e+08,stable,covertype,2019-04-22T06:14:21,0.19.2,multiclass,-0.159977,0.159977,-0.159977,1
0.95976,,26796.2,9,tunedrandomforest,openml.org/t/7593,,0.161456,aws.docker,2000,"{'n_estimators': 2000, '_n_jobs': 1}",0.161456,3.47248e+08,stable,covertype,2019-04-22T06:14:47,0.19.2,multiclass,-0.161456,0.161456,-0.161456,1
0.909152,,25932.4,1,tunedrandomforest,openml.org/t/189355,,1.02854,aws.docker,50,"{'n_estimators': 50, '_n_jobs': 1}",1.02854,3.40635e+09,stable,dionis,2019-04-22T06:01:54,0.19.2,multiclass,-1.02854,1.02854,-1.02854,1
0.9092,,25959.8,2,tunedrandomforest,openml.org/t/189355,,1.04528,aws.docker,50,"{'n_estimators': 50, '_n_jobs': 1}",1.04528,3.40635e+09,stable,dionis,2019-04-22T06:02:25,0.19.2,multiclass,-1.04528,1.04528,-1.04528,1
0.907086,,25940.6,5,tunedrandomforest,openml.org/t/189355,,1.02707,aws.docker,50,"{'n_estimators': 50, '_n_jobs': 1}",1.02707,3.40635e+09,stable,dionis,2019-04-22T06:02:36,0.19.2,multiclass,-1.02707,1.02707,-1.02707,1
